Year,rainfall_09,nino12_03,nino12_04,nino12_05,nino12_06,nino12_07,nino12_08,nino3_03,nino3_04,nino3_05,nino3_06,nino3_07,nino3_08,rainfall_03,rainfall_04,rainfall_05,rainfall_06,rainfall_07,rainfall_08,nino4_03,nino4_04,nino4_05,nino4_06,nino4_07,nino4_08,nino34_03,nino34_04,nino34_05,nino34_06,nino34_07,nino34_08,tsa_03,tsa_04,tsa_05,tsa_06,tsa_07,tsa_08
1960,10.79,-0.47,-0.85,-0.74,-1.04,-1.12,-0.67,-0.18,-0.11,-0.27,-0.53,-0.32,-0.08,-82.36,100.27,-103.05,70.04,-0.74,6.07,-0.44,-0.38,-0.24,-0.37,-0.44,-0.39,-0.24,-0.03,-0.13,-0.38,-0.32,-0.01,-0.17,-0.29,-0.06,-0.29,0.03,-0.06
1961,-21.51,-0.37,-0.38,-0.58,-0.76,-1.12,-0.89,-0.24,0.05,0.02,-0.03,-0.63,-0.79,-73.66,42.77,95.85,-7.96,-35.64,-46.23,-0.27,-0.43,-0.36,-0.05,-0.32,-0.4,-0.29,-0.29,-0.07,0.13,-0.1,-0.5,-0.1,-0.17,-0.04,-0.16,-0.26,-0.23
1962,-60.41,-1.6,-1.72,-1.06,-0.99,-0.94,-0.67,-0.52,-0.73,-0.73,-0.61,-0.51,-0.33,-3.36,-11.23,28.85,2.34,-21.34,-19.13,-0.21,-0.25,-0.44,-0.31,-0.4,-0.44,-0.38,-0.43,-0.59,-0.4,-0.31,-0.39,-0.19,-0.08,0.11,0.02,-0.14,-0.07
1963,-27.91,-0.42,-1.08,-0.37,-0.5,-0.12,0.27,-0.17,0.12,-0.04,0.21,0.6,0.64,-71.76,3.07,11.65,16.24,-21.94,-47.73,-0.14,-0.12,-0.22,-0.32,-0.03,0.29,-0.04,0.11,-0.2,0.03,0.6,0.69,0.19,0.14,0.35,0.39,0.38,0.41
1964,-32.51,-1.14,-0.95,-2.06,-1.53,-1.65,-1.33,-0.36,-1.01,-1.37,-1.26,-0.93,-1.36,114.74,-14.93,36.45,19.74,-7.04,39.47,-0.18,-0.18,-0.27,-0.55,-0.7,-0.88,-0.14,-0.6,-0.78,-0.92,-0.9,-1.06,0.25,-0.01,-0.29,-0.2,-0.25,-0.25
1965,-59.61,0.1,1.06,1.48,1.21,1.13,1.32,-0.15,0.09,0.5,0.67,0.8,1.03,221.24,-26.03,37.25,-41.96,-22.94,-49.73,-0.28,-0.46,-0.09,0.22,0.27,0.51,-0.21,-0.16,0.18,0.5,0.76,1.09,0.03,0.03,0.08,-0.23,-0.44,-0.25
1966,30.19,-0.86,-0.98,-1.19,-1.17,-1.07,-0.82,0.12,0.01,-0.66,-0.44,-0.31,-0.54,-138.36,-17.63,127.45,55.44,53.56,57.27,0.89,0.34,0.22,0.29,0.35,0.11,0.91,0.49,-0.13,0.16,0.09,-0.22,-0.47,0.01,0.06,0.56,0.23,-0.1
1967,-66.51,-0.88,-0.43,-0.36,-0.74,-0.69,-0.8,-0.66,-0.82,-0.31,-0.05,-0.4,-0.75,123.74,185.17,-27.35,18.24,-34.44,-50.53,-0.32,-0.1,-0.08,-0.18,-0.16,-0.23,-0.68,-0.81,-0.36,-0.02,-0.17,-0.3,-0.11,-0.27,-0.44,-0.67,-0.67,-0.44
1968,169.59,-1.1,-1.2,-1.4,-1.03,-0.45,0.0,-1.24,-0.77,-0.81,-0.09,0.28,0.2,321.54,-7.63,195.65,21.94,33.86,-11.23,-0.24,-0.24,-0.41,0.05,-0.07,0.06,-0.92,-0.57,-0.48,0.32,0.38,0.19,-0.34,-0.08,-0.08,0.02,0.19,0.16
1969,-46.91,0.72,1.08,1.53,1.17,0.56,0.06,0.44,0.44,0.77,0.51,0.16,0.39,75.34,202.37,90.15,-9.26,18.96,-1.73,0.68,0.46,0.31,0.16,0.02,0.24,0.68,0.55,0.52,0.31,0.08,0.37,0.3,0.28,0.13,-0.11,-0.2,-0.03
1970,22.99,-0.67,-0.38,-1.12,-1.41,-1.83,-1.62,-0.15,-0.15,-0.52,-1.05,-1.64,-1.6,71.64,92.97,-47.15,25.84,-0.23,-10.43,0.28,0.26,0.18,0.06,0.06,-0.32,0.19,0.24,-0.02,-0.44,-0.78,-1.09,-0.28,-0.35,-0.26,-0.39,-0.16,-0.28
1971,-32.71,-0.96,-0.34,-0.73,-1.19,-0.75,-1.08,-1.09,-0.79,-0.78,-0.96,-0.87,-1.05,41.14,108.67,84.75,40.24,-32.54,-44.63,-0.94,-0.9,-0.86,-0.75,-0.82,-0.86,-1.15,-0.96,-0.74,-0.93,-0.87,-0.82,-0.14,0.02,0.18,0.11,-0.28,-0.24
1972,-0.81,0.7,0.77,0.86,1.71,2.07,2.42,-0.15,0.18,0.41,0.71,1.29,1.65,-147.56,30.97,-64.85,19.34,5.06,-7.43,0.04,0.3,0.4,0.37,0.34,0.24,-0.06,0.24,0.49,0.63,0.97,1.19,-0.26,-0.04,-0.1,0.03,0.2,0.22
1973,12.89,0.07,-0.3,-0.58,-0.98,-0.91,-1.33,0.3,-0.45,-0.87,-0.97,-1.33,-1.34,-19.96,-118.53,208.25,-18.76,74.66,55.47,0.31,-0.01,-0.31,-0.49,-0.61,-0.8,0.51,-0.11,-0.63,-0.81,-1.19,-1.27,0.51,0.69,0.86,0.69,0.62,0.54
1974,-4.81,-0.44,-0.15,0.07,-0.47,-0.36,-0.35,-0.79,-0.54,-0.57,-0.57,-0.36,-0.19,-63.76,214.27,26.15,65.94,-2.64,-26.43,-0.93,-1.0,-0.98,-0.87,-0.77,-0.49,-1.25,-1.01,-1.01,-0.95,-0.71,-0.38,0.07,0.29,0.42,0.37,0.53,0.38
1975,-36.81,-0.14,-0.01,-0.6,-0.96,-0.7,-0.8,-0.72,-0.38,-0.73,-1.08,-0.92,-0.89,84.84,-78.23,14.65,-8.36,134.56,3.47,-0.44,-0.58,-0.67,-0.91,-1.04,-1.22,-0.81,-0.63,-0.73,-1.11,-1.03,-1.25,-0.23,-0.18,-0.03,0.11,-0.03,-0.06
1976,-43.71,-0.21,0.36,0.72,1.25,1.48,0.99,-0.54,-0.48,-0.15,0.38,0.47,0.74,146.14,-99.13,-141.45,-44.46,-36.04,-15.73,-0.63,-0.4,-0.43,-0.43,-0.31,-0.12,-0.61,-0.59,-0.45,-0.22,-0.02,0.17,-0.56,-0.74,-0.77,-0.66,-0.72,-0.52
1977,3.79,-0.23,-0.11,-0.39,-0.02,-0.18,-0.62,0.4,-0.34,-0.04,0.08,-0.09,-0.3,20.84,-43.53,8.65,-27.76,-51.24,-10.23,0.04,0.13,0.01,0.11,0.35,0.32,0.37,-0.01,0.16,0.34,0.33,0.12,-0.08,-0.1,-0.12,-0.15,-0.19,-0.03
1978,87.79,-0.68,-0.5,-0.87,-0.85,-0.71,-0.93,-0.22,-0.63,-0.76,-0.68,-0.61,-0.81,92.84,-80.83,36.85,-16.86,39.86,-2.73,0.01,-0.31,-0.07,-0.22,-0.3,-0.37,0.0,-0.44,-0.38,-0.44,-0.41,-0.62,-0.53,-0.72,-0.71,-0.53,-0.13,-0.24
1979,9.99,-0.18,0.21,0.26,0.33,0.07,0.17,0.18,0.36,0.28,0.18,-0.02,0.24,-25.36,46.27,51.15,-24.26,-55.74,37.87,0.09,0.05,0.01,-0.02,0.01,-0.05,0.22,0.28,0.09,-0.0,-0.13,0.06,-0.39,-0.06,-0.0,0.04,0.09,0.23
1980,-13.41,0.34,0.31,0.23,0.0,-0.65,-0.25,0.03,0.11,0.25,0.38,0.03,-0.08,-49.76,-19.83,-165.65,7.64,-10.84,58.47,0.31,0.32,0.41,0.34,0.31,0.02,0.19,0.21,0.36,0.45,0.29,-0.05,-0.34,-0.18,-0.11,-0.14,-0.11,-0.01
1981,124.49,-0.06,-0.32,-0.34,-0.18,-0.59,-0.67,-0.37,-0.24,-0.23,-0.13,-0.31,-0.49,-24.46,-54.73,2.85,57.14,14.66,170.67,-0.09,-0.26,-0.32,-0.32,-0.37,-0.39,-0.39,-0.23,-0.27,-0.17,-0.39,-0.34,-0.72,-0.59,-0.47,-0.28,-0.28,0.08
1982,18.69,-0.59,-0.33,0.07,0.46,0.62,1.01,0.15,0.32,0.68,0.78,0.61,1.02,124.04,-53.63,28.45,-70.26,-0.84,-41.63,0.26,0.49,0.55,0.61,0.35,0.36,0.33,0.48,0.67,0.74,0.58,0.88,-0.29,-0.42,-0.44,-0.51,-0.49,-0.61
1983,25.99,2.75,3.52,4.01,4.28,3.99,3.1,1.76,1.69,1.89,1.68,1.08,0.94,106.94,-117.83,-60.15,-6.76,65.46,81.47,0.4,0.26,0.34,0.19,0.03,-0.08,1.53,1.18,1.1,0.74,0.07,-0.03,-0.22,-0.32,-0.52,-0.51,-0.36,-0.12
1984,62.29,-0.19,0.19,-0.48,-0.5,-0.17,-0.18,0.03,-0.17,-0.57,-0.8,-0.49,-0.22,-87.86,23.07,40.25,-11.96,24.36,9.67,-0.51,-0.56,-0.5,-0.42,-0.32,-0.3,-0.21,-0.35,-0.37,-0.52,-0.22,-0.11,0.71,0.43,0.19,0.4,0.5,0.73
1985,-7.31,-0.43,-1.01,-1.24,-0.73,-0.93,-0.87,-0.59,-0.73,-0.66,-0.67,-0.77,-0.68,-30.36,-164.93,114.75,44.74,34.76,9.97,-0.6,-0.65,-0.66,-0.65,-0.26,-0.18,-0.54,-0.8,-0.68,-0.62,-0.38,-0.34,0.06,0.08,0.17,-0.02,0.22,0.06
1986,-2.11,-0.35,-0.51,-0.81,-0.79,-0.33,0.14,-0.1,-0.08,-0.33,-0.2,0.05,0.23,-6.86,-30.73,-28.05,-3.36,115.26,-51.53,0.01,-0.12,-0.02,0.08,0.2,0.47,-0.17,-0.02,-0.15,-0.02,0.09,0.43,0.3,0.21,0.19,0.35,0.14,0.17
1987,-8.61,1.7,1.49,1.59,1.19,1.3,1.09,1.24,1.1,1.08,1.07,1.3,1.56,-33.66,-19.03,-63.85,-77.96,-47.94,23.67,0.67,0.52,0.55,0.73,0.74,0.8,1.28,1.01,0.81,1.02,1.36,1.63,0.08,-0.03,0.21,0.36,0.45,0.39
1988,37.39,-0.39,-0.34,-0.57,-1.09,-1.12,-1.1,0.15,-0.21,-0.93,-1.56,-1.65,-1.26,-45.66,-55.53,66.05,122.94,13.66,-17.53,0.33,-0.02,-0.35,-0.56,-0.58,-0.29,0.21,-0.12,-0.83,-1.32,-1.43,-1.06,0.69,0.52,0.64,0.67,0.41,0.46
1989,63.19,0.06,-0.03,-0.8,-0.75,-0.49,-0.17,-0.78,-0.6,-0.48,-0.05,-0.24,-0.22,-59.06,60.57,323.45,78.34,88.86,-37.33,-0.83,-0.63,-0.39,-0.6,-0.47,-0.39,-0.99,-0.86,-0.6,-0.38,-0.32,-0.32,0.27,0.22,0.26,0.25,0.21,0.35
1990,-50.41,0.02,-0.3,-0.19,-0.18,-0.45,-0.2,-0.11,0.13,0.38,0.22,0.22,0.24,-12.06,-73.83,12.95,-16.86,45.46,19.17,0.5,0.33,0.2,0.22,0.41,0.55,0.18,0.24,0.26,0.13,0.33,0.33,0.24,0.28,-0.13,0.02,-0.16,-0.17
1991,-34.21,0.19,0.03,-0.03,0.16,0.67,0.55,0.02,0.25,0.51,0.83,0.98,0.76,-2.06,32.67,90.55,31.74,105.26,2.27,0.54,0.58,0.67,0.64,0.76,0.77,0.25,0.48,0.5,0.68,0.91,0.93,0.06,0.24,0.42,0.38,0.0,-0.37
1992,16.79,1.36,1.96,2.07,1.09,0.33,0.17,1.07,1.27,1.33,0.84,0.23,0.16,36.54,-91.63,-112.85,-45.16,21.66,47.17,0.77,0.68,0.59,0.49,0.59,0.51,1.46,1.39,1.21,0.92,0.58,0.31,-0.48,-0.64,-0.73,-0.86,-0.65,-0.7
1993,-51.31,0.63,1.18,1.18,1.11,0.84,0.61,0.55,1.03,1.25,0.67,0.4,0.3,-81.96,60.07,-134.85,-44.66,-34.04,-5.43,0.31,0.33,0.33,0.36,0.41,0.42,0.59,0.97,1.08,0.69,0.41,0.24,-0.17,0.13,-0.04,-0.09,0.0,0.0
1994,-10.61,-0.42,-0.6,-0.47,-0.43,-0.46,-0.54,-0.11,-0.02,0.21,0.17,-0.03,-0.03,-51.76,-51.53,-57.45,19.04,-35.64,43.57,0.34,0.38,0.42,0.51,0.76,0.98,0.3,0.52,0.57,0.49,0.46,0.65,0.16,0.11,0.04,-0.24,-0.31,-0.21
1995,-0.81,-0.05,-0.65,-0.66,-0.43,-0.48,-0.3,0.14,-0.07,-0.25,-0.09,-0.18,-0.6,-9.86,170.27,-14.15,0.84,8.26,-18.93,0.89,0.67,0.61,0.4,0.31,0.15,0.61,0.52,0.21,0.18,0.02,-0.29,0.66,0.54,0.52,0.58,0.3,-0.11
1996,40.79,0.07,-1.09,-0.84,-1.27,-0.85,-0.67,-0.23,-0.4,-0.35,-0.4,-0.29,-0.17,26.84,118.27,-104.15,78.94,-51.74,11.87,-0.14,-0.2,-0.13,-0.06,-0.06,0.09,-0.43,-0.13,-0.04,-0.05,-0.08,0.0,0.39,0.58,0.7,0.81,0.61,0.31
1997,-32.71,0.82,1.08,2.14,2.96,3.51,3.79,-0.18,0.13,0.84,1.57,2.06,2.53,223.64,0.57,20.55,-96.66,-68.64,58.37,0.46,0.85,0.76,0.59,0.8,0.81,-0.16,0.36,0.73,1.23,1.57,1.91,-0.55,-0.57,-0.61,-0.73,-0.32,-0.13
1998,42.39,2.87,2.81,2.92,2.37,1.56,1.2,2.06,1.84,1.62,0.66,0.03,-0.3,-100.46,96.97,41.75,61.04,23.36,-11.33,0.47,0.13,0.15,-0.13,-0.24,-0.44,1.49,1.07,0.84,-0.02,-0.63,-0.97,0.61,0.47,0.47,0.6,0.8,0.55
1999,25.59,-0.07,-0.76,-0.42,-0.55,-0.07,-0.05,-0.21,-0.45,-0.48,-0.64,-0.57,-0.62,-78.06,110.97,213.75,43.14,-43.34,-12.53,-0.88,-0.7,-0.55,-0.56,-0.64,-0.58,-0.68,-0.68,-0.74,-0.89,-0.82,-0.94,0.25,0.38,0.46,0.43,0.59,0.51
2000,144.89,-0.42,-0.0,-0.05,-0.24,-0.21,-0.6,-0.28,0.01,-0.17,-0.39,-0.45,-0.38,29.44,225.17,-59.05,-57.96,-27.84,86.87,-1.1,-0.94,-0.76,-0.51,-0.28,-0.24,-0.84,-0.64,-0.57,-0.52,-0.43,-0.36,0.32,0.3,0.22,0.14,0.1,0.16
2001,14.99,0.48,0.58,-0.2,-0.21,-0.37,-0.61,0.23,0.14,0.16,0.05,0.01,-0.07,-94.46,-122.03,-0.05,57.94,-38.04,-38.23,-0.36,-0.21,-0.05,0.24,0.47,0.51,-0.23,-0.19,-0.04,0.07,0.2,0.09,0.21,0.31,0.4,0.3,0.1,0.1
2002,-13.11,0.9,0.67,0.88,0.7,0.08,-0.07,0.26,0.27,0.53,0.82,0.67,0.7,-115.96,66.47,31.25,52.94,-65.24,-17.73,0.52,0.68,0.86,0.87,0.95,0.94,0.21,0.32,0.56,0.91,0.91,1.03,0.21,0.24,0.42,0.27,0.42,-0.03
2003,-12.31,0.36,-0.28,-1.16,-0.79,-0.58,0.12,0.41,-0.14,-0.47,-0.15,0.37,0.4,-102.06,79.87,-12.05,4.54,24.36,65.17,0.78,0.6,0.29,0.42,0.52,0.54,0.6,0.18,-0.22,0.06,0.39,0.39,0.55,0.35,0.3,0.04,0.35,0.45
2004,38.79,-0.37,0.04,-0.55,-0.41,-0.74,-0.36,0.36,0.29,0.01,0.09,0.3,0.41,112.94,-83.03,191.25,14.04,-9.04,88.17,0.39,0.3,0.39,0.46,0.67,0.83,0.26,0.35,0.34,0.34,0.72,0.91,-0.09,-0.33,-0.19,-0.14,0.03,0.18
2005,-27.31,-0.53,0.01,0.02,-0.4,-0.18,-0.27,0.35,0.46,0.59,0.44,0.35,0.36,22.74,94.57,-6.15,-52.66,-16.24,-36.93,0.82,0.61,0.5,0.42,0.23,0.39,0.7,0.59,0.62,0.37,0.04,0.23,0.53,0.22,-0.13,-0.32,-0.37,-0.03
2006,-40.41,0.18,-0.74,-0.08,0.02,0.2,0.86,-0.03,0.04,0.29,0.28,0.19,0.56,-45.96,-58.13,150.45,-19.16,2.96,-36.43,-0.29,-0.04,0.21,0.45,0.54,0.71,-0.36,0.02,0.17,0.26,0.24,0.51,0.33,0.24,0.17,0.35,0.25,0.29
2007,-1.51,0.07,-0.52,-0.98,-1.14,-0.61,-0.71,-0.02,-0.17,-0.39,-0.34,-0.47,-0.75,24.74,32.87,-66.35,-5.96,53.46,80.17,0.63,0.42,0.29,0.24,0.23,0.11,0.18,0.05,-0.08,-0.01,-0.18,-0.34,-0.04,0.17,0.21,0.37,0.18,0.11
2008,11.5,0.62,0.27,0.2,0.26,0.96,0.95,-0.4,-0.12,0.03,0.06,0.36,0.55,187.83,42.46,31.11,75.94,6.5,20.23,-0.88,-0.7,-0.66,-0.64,-0.5,-0.35,-0.92,-0.66,-0.54,-0.39,-0.13,0.01,0.52,0.57,0.75,0.64,0.61,0.47
2009,-40.3,-0.15,0.65,0.63,0.96,1.13,0.83,-0.19,0.2,0.57,0.78,0.84,0.94,-132.67,-80.84,-118.99,39.04,-48.6,-32.78,-0.2,0.1,0.26,0.47,0.59,0.79,-0.23,0.13,0.37,0.56,0.68,0.72,0.46,0.45,0.72,0.53,0.34,0.2
2010,-17.9,0.45,0.62,0.53,0.22,-0.63,-1.09,0.78,0.63,0.29,-0.23,-0.56,-0.72,-158.77,0.46,-67.89,-7.66,26.9,16.62,0.96,0.83,0.48,0.09,-0.32,-0.76,1.05,0.7,0.18,-0.31,-0.66,-0.99,0.81,0.61,0.55,0.79,0.55,0.44
2011,-3.0,-0.32,0.03,0.26,0.53,0.23,-0.22,-0.38,0.02,0.0,0.2,0.06,-0.15,-41.87,212.96,-10.59,-5.46,-53.5,26.12,-0.24,-0.2,-0.13,-0.08,-0.07,-0.23,-0.6,-0.36,-0.17,0.01,-0.08,-0.35,0.64,0.42,0.23,0.14,0.22,0.16
2012,45.8,0.41,0.79,1.19,1.43,0.66,0.62,0.2,0.28,0.33,0.44,0.66,0.65,-87.77,-107.34,-65.19,-41.36,9.3,-11.57,-0.33,-0.22,-0.11,0.06,0.15,0.35,-0.27,-0.25,-0.15,0.04,0.28,0.46,-0.16,-0.4,-0.11,-0.02,-0.08,-0.12
2013,76.5,-0.18,-0.79,-0.81,-1.31,-1.22,-0.6,-0.01,0.03,-0.18,-0.44,-0.33,-0.3,62.23,117.66,5.41,-94.46,93.4,14.83,-0.22,-0.05,-0.05,0.07,0.05,0.22,-0.23,0.05,0.04,-0.1,-0.08,0.0,0.18,0.28,0.41,0.22,0.18,0.21
2014,-43.9,0.01,0.14,0.9,1.36,1.27,1.12,0.0,0.25,0.61,0.66,0.62,0.35,162.53,-47.94,178.31,84.94,-7.6,-5.97,0.26,0.45,0.41,0.29,0.39,0.57,-0.3,0.06,0.22,0.09,0.1,0.11,0.14,0.16,0.41,0.41,0.12,0.2
2015,-28.7,0.44,0.87,1.42,2.17,2.45,1.92,0.42,0.83,1.13,1.42,1.72,2.0,8.53,-137.44,47.81,-50.96,-26.4,-27.48,0.98,1.15,1.08,1.01,0.92,1.03,0.58,0.93,1.03,1.11,1.32,1.68,0.15,0.29,0.39,0.32,0.02,-0.15
