,Arquitetura,FA,Alpha,TA,FV,ACURACIA
66,12,tanh,0.01,0.001,0.1,0.8
67,10,tanh,0.01,0.003,0.1,0.8
68,11,logistic,0.0001,0.003,0.1,0.8
69,10,tanh,0.01,0.001,0.1,0.8
70,"(7, 5)",tanh,0.0001,0.003,0.1,0.8
71,"(8, 4)",tanh,0.01,0.001,0.1,0.8
72,"(8, 4)",tanh,0.0001,0.003,0.1,0.8
73,9,tanh,0.01,0.001,0.1,0.8
74,10,logistic,0.0001,0.003,0.1,0.8
75,"(8, 4)",logistic,0.0001,0.001,0.1,0.8
76,"(7, 5)",tanh,0.01,0.001,0.1,0.8
77,"(7, 5)",tanh,0.01,0.003,0.1,0.8
78,7,tanh,0.0001,0.003,0.1,0.8
79,10,tanh,0.0001,0.001,0.1,0.8
80,12,logistic,0.01,0.001,0.1,0.73333
81,9,logistic,0.0001,0.003,0.1,0.73333
82,12,tanh,0.0001,0.003,0.1,0.73333
83,7,tanh,0.01,0.001,0.1,0.73333
84,10,tanh,0.0001,0.003,0.1,0.73333
85,12,tanh,0.0001,0.001,0.1,0.73333
86,12,logistic,0.01,0.003,0.1,0.73333
87,10,logistic,0.01,0.001,0.1,0.73333
88,8,logistic,0.01,0.001,0.1,0.73333
89,12,logistic,0.0001,0.001,0.1,0.73333
90,8,tanh,0.0001,0.001,0.1,0.73333
91,9,logistic,0.0001,0.001,0.1,0.73333
92,10,logistic,0.01,0.003,0.1,0.73333
93,9,logistic,0.01,0.001,0.1,0.73333
94,12,logistic,0.0001,0.003,0.1,0.73333
95,12,tanh,0.01,0.003,0.1,0.73333
96,7,logistic,0.01,0.003,0.1,0.73333
97,4,logistic,0.0001,0.003,0.1,0.73333
98,6,logistic,0.0001,0.003,0.1,0.73333
99,"(7, 5)",tanh,0.0001,0.001,0.1,0.73333
100,"(6, 6)",logistic,0.01,0.003,0.1,0.73333
101,"(5, 7)",tanh,0.01,0.001,0.1,0.73333
102,"(7, 5)",logistic,0.0001,0.003,0.1,0.73333
103,4,logistic,0.0001,0.001,0.1,0.73333
104,3,tanh,0.0001,0.001,0.1,0.73333
105,"(5, 7)",logistic,0.0001,0.001,0.1,0.73333
106,4,tanh,0.0001,0.003,0.1,0.73333
107,5,logistic,0.0001,0.003,0.1,0.73333
108,5,logistic,0.01,0.001,0.1,0.73333
109,"(4, 8)",logistic,0.01,0.001,0.1,0.73333
110,"(6, 6)",tanh,0.0001,0.003,0.1,0.73333
111,"(5, 7)",logistic,0.0001,0.003,0.1,0.66667
112,"(5, 7)",logistic,0.01,0.001,0.1,0.66667
113,"(5, 7)",logistic,0.01,0.003,0.1,0.66667
114,"(6, 6)",logistic,0.0001,0.003,0.1,0.66667
115,"(6, 6)",logistic,0.01,0.001,0.1,0.66667
116,"(4, 8)",logistic,0.01,0.003,0.1,0.66667
117,"(4, 8)",logistic,0.0001,0.003,0.1,0.66667
118,"(7, 5)",logistic,0.01,0.003,0.1,0.66667
119,"(3, 9)",logistic,0.0001,0.001,0.1,0.66667
120,6,logistic,0.0001,0.001,0.1,0.66667
121,"(8, 4)",logistic,0.0001,0.003,0.1,0.66667
122,10,logistic,0.0001,0.001,0.1,0.66667
123,"(8, 4)",logistic,0.01,0.001,0.1,0.66667
124,"(9, 3)",logistic,0.0001,0.001,0.1,0.66667
125,"(7, 5)",logistic,0.01,0.001,0.1,0.66667
126,"(3, 9)",logistic,0.0001,0.003,0.1,0.66667
127,5,logistic,0.01,0.003,0.1,0.66667
128,5,tanh,0.01,0.001,0.1,0.66667
129,"(3, 9)",logistic,0.01,0.001,0.1,0.6
130,"(3, 9)",logistic,0.01,0.003,0.1,0.6
131,"(4, 8)",logistic,0.0001,0.001,0.1,0.6
132,"(7, 5)",logistic,0.0001,0.001,0.1,0.6
133,"(9, 3)",logistic,0.0001,0.003,0.1,0.6
134,"(8, 4)",logistic,0.01,0.003,0.1,0.6
135,"(6, 6)",logistic,0.0001,0.001,0.1,0.6
136,"(9, 3)",logistic,0.01,0.003,0.1,0.6
