,Arquitetura,FA,Alpha,TA,FV,MSE,NMSE
336,"(1, 7)",logistic,0.01,0.003,0.1,0.40646,0.0009637318992034025
337,"(2, 5)",logistic,0.01,0.001,0.0462,0.40678,0.0009644906312010039
338,"(3, 4)",tanh,0.0001,0.003,0.1,0.4068,0.000964538051950854
339,"(7, 2)",tanh,0.01,0.003,0.0462,0.40701,0.00096503596982428
340,"(3, 2)",tanh,0.0001,0.001,0.1,0.40705,0.0009651308113239802
341,"(1, 4)",logistic,0.0001,0.003,0.0462,0.40714,0.0009653442046983056
342,"(4, 4)",tanh,0.0001,0.003,0.1,0.40768,0.0009666245649442581
343,"(4, 3)",logistic,0.0001,0.001,0.0462,0.40792,0.0009671936139424591
344,"(5, 3)",logistic,0.01,0.001,0.1,0.40813,0.0009676915318158851
345,"(6, 6)",logistic,0.0001,0.001,0.0462,0.40823,0.0009679286355651355
346,"(6, 1)",logistic,0.01,0.001,0.1,0.40826,0.0009679997666899108
347,"(2, 5)",tanh,0.0001,0.001,0.1,0.40826,0.0009679997666899108
348,"(7, 7)",tanh,0.0001,0.003,0.0462,0.40829,0.0009680708978146858
349,"(5, 4)",logistic,0.01,0.001,0.0462,0.4083,0.0009680946081896108
350,"(7, 2)",logistic,0.01,0.001,0.0462,0.4083,0.0009680946081896108
351,"(6,)",tanh,0.0001,0.001,0.0462,0.40871,0.0009690667335615378
352,"(1, 2)",logistic,0.01,0.001,0.0462,0.40871,0.0009690667335615378
353,"(4, 4)",logistic,0.0001,0.001,0.0462,0.40894,0.0009696120721848139
354,"(6, 1)",logistic,0.01,0.001,0.0462,0.409,0.0009697543344343641
355,"(4, 7)",logistic,0.0001,0.001,0.1,0.40909,0.0009699677278086895
356,"(6, 1)",tanh,0.01,0.003,0.0462,0.4093,0.0009704656456821154
357,"(7, 4)",logistic,0.01,0.001,0.1,0.40972,0.0009714614814289673
358,"(5,)",logistic,0.01,0.001,0.0462,0.41024,0.0009726944209250697
359,"(6, 1)",logistic,0.0001,0.003,0.0462,0.41075,0.0009739036500462471
360,"(7, 4)",tanh,0.01,0.003,0.0462,0.41075,0.0009739036500462471
361,"(3, 2)",tanh,0.01,0.001,0.0462,0.41113,0.0009748046442933988
362,"(5, 6)",tanh,0.0001,0.001,0.1,0.41119,0.0009749469065429491
363,"(4,)",logistic,0.01,0.001,0.0462,0.41166,0.0009760612941644263
364,"(3, 5)",tanh,0.0001,0.001,0.1,0.41178,0.0009763458186635267
365,"(7, 1)",logistic,0.0001,0.001,0.0462,0.41186,0.0009765355016629272
366,"(6, 5)",logistic,0.01,0.003,0.0462,0.41199,0.0009768437365369528
367,"(5, 3)",logistic,0.0001,0.003,0.1,0.41242,0.0009778632826587298
368,"(1, 7)",logistic,0.01,0.001,0.0462,0.41242,0.0009778632826587298
369,"(2, 4)",logistic,0.01,0.003,0.1,0.413,0.0009792384844043822
370,"(2, 7)",logistic,0.0001,0.001,0.0462,0.4132,0.0009797126919028833
371,"(1, 5)",tanh,0.01,0.003,0.0462,0.41332,0.0009799972164019838
372,"(4, 4)",logistic,0.01,0.001,0.1,0.41334,0.000980044637151834
373,"(1, 4)",tanh,0.01,0.001,0.0462,0.41334,0.000980044637151834
374,"(6, 7)",logistic,0.01,0.001,0.0462,0.41341,0.0009802106097763091
375,"(6,)",logistic,0.0001,0.001,0.0462,0.41372,0.0009809456313989856
376,"(7,)",tanh,0.0001,0.003,0.1,0.41444,0.0009826527783935888
377,"(2, 1)",tanh,0.01,0.003,0.1,0.41464,0.0009831269858920897
378,"(7, 7)",logistic,0.0001,0.003,0.1,0.41474,0.0009833640896413402
379,"(5,)",logistic,0.0001,0.001,0.1,0.41489,0.000983719745265216
380,"(6, 2)",logistic,0.01,0.001,0.0462,0.41495,0.0009838620075147662
381,"(1, 1)",tanh,0.0001,0.003,0.0462,0.41517,0.0009843836357631172
382,"(5, 1)",logistic,0.0001,0.003,0.0462,0.41605,0.0009864701487565211
383,"(6, 6)",logistic,0.01,0.001,0.1,0.41626,0.0009869680666299472
384,"(1,)",logistic,0.01,0.003,0.0462,0.4163,0.0009870629081296474
385,"(2, 5)",logistic,0.01,0.003,0.0462,0.41642,0.000987347432628748
386,"(2, 3)",tanh,0.0001,0.003,0.0462,0.41712,0.000989007158873501
387,"(6, 4)",logistic,0.0001,0.001,0.0462,0.41736,0.0009895762078717023
388,"(6, 5)",tanh,0.0001,0.001,0.1,0.41738,0.0009896236286215522
389,"(2, 1)",logistic,0.01,0.001,0.0462,0.41747,0.0009898370219958777
390,"(4,)",logistic,0.0001,0.003,0.1,0.41774,0.000990477202118854
391,"(7, 2)",tanh,0.0001,0.001,0.1,0.41806,0.0009912359341164554
392,"(3, 1)",logistic,0.01,0.003,0.0462,0.41881,0.000993014212235834
393,"(7, 3)",logistic,0.01,0.001,0.0462,0.41905,0.0009935832612340348
394,"(5, 5)",logistic,0.01,0.001,0.0462,0.4194,0.0009944131243564114
395,"(7, 3)",tanh,0.01,0.003,0.0462,0.42036,0.000996689320349216
396,"(5, 2)",tanh,0.01,0.003,0.0462,0.42052,0.0009970686863480167
397,"(3, 7)",logistic,0.0001,0.003,0.1,0.42098,0.0009981593635945687
398,"(3, 3)",tanh,0.01,0.001,0.0462,0.4216,0.0009996294068399215
399,"(1,)",tanh,0.0001,0.003,0.1,0.4221,0.0010008149255861737
400,"(3, 1)",tanh,0.0001,0.001,0.0462,0.42222,0.0010010994500852743
401,"(2, 4)",tanh,0.0001,0.001,0.1,0.42245,0.0010016447887085504
402,"(5, 5)",tanh,0.0001,0.003,0.0462,0.42275,0.0010023560999563017
403,"(3,)",tanh,0.01,0.001,0.0462,0.42276,0.0010023798103312269
404,"(1, 5)",logistic,0.0001,0.003,0.1,0.42283,0.001002545782955702
405,"(7, 1)",tanh,0.0001,0.003,0.1,0.42284,0.0010025694933306272
406,"(4, 7)",tanh,0.0001,0.003,0.1,0.42286,0.0010026169140804773
407,"(1, 2)",logistic,0.01,0.003,0.0462,0.42318,0.0010033756460780788
408,"(6, 2)",logistic,0.0001,0.001,0.0462,0.42347,0.0010040632469509052
409,"(7, 5)",tanh,0.0001,0.001,0.0462,0.42373,0.0010046797166989561
410,"(2, 6)",tanh,0.01,0.003,0.0462,0.42437,0.0010061971806941592
411,"(7, 4)",logistic,0.01,0.003,0.0462,0.42445,0.0010063868636935596
412,"(3, 3)",logistic,0.01,0.003,0.1,0.42453,0.00100657654669296
413,"(2,)",logistic,0.01,0.003,0.1,0.42462,0.0010067899400672852
414,"(6, 4)",logistic,0.01,0.003,0.0462,0.42494,0.0010075486720648866
415,"(3, 5)",tanh,0.01,0.001,0.1,0.42495,0.0010075723824398118
416,"(1, 6)",tanh,0.0001,0.003,0.1,0.42513,0.0010079991691884626
417,"(6, 7)",tanh,0.0001,0.001,0.0462,0.42611,0.001010322785931117
418,"(5,)",tanh,0.0001,0.001,0.0462,0.42613,0.0010103702066809673
419,"(7, 5)",logistic,0.01,0.003,0.0462,0.42626,0.0010106784415549928
420,"(5, 7)",tanh,0.01,0.001,0.1,0.42732,0.0010131917412970475
421,"(5, 6)",logistic,0.01,0.003,0.1,0.42767,0.0010140216044194242
422,"(2, 5)",logistic,0.0001,0.003,0.0462,0.42768,0.0010140453147943493
423,"(5, 2)",logistic,0.01,0.003,0.0462,0.42771,0.0010141164459191243
424,"(2, 3)",logistic,0.0001,0.003,0.1,0.42771,0.0010141164459191243
425,"(7, 5)",tanh,0.0001,0.003,0.1,0.4278,0.0010143298392934499
426,"(4, 2)",logistic,0.0001,0.003,0.1,0.42784,0.00101442468079315
427,"(5, 2)",logistic,0.0001,0.003,0.0462,0.42798,0.0010147566260421007
428,"(1, 5)",tanh,0.0001,0.003,0.1,0.4281,0.0010150411505412012
429,"(7, 3)",logistic,0.01,0.003,0.1,0.42831,0.0010155390684146272
430,"(4,)",tanh,0.0001,0.003,0.0462,0.42854,0.0010160844070379032
431,"(1, 3)",logistic,0.0001,0.003,0.1,0.4286,0.0010162266692874534
432,"(1, 5)",logistic,0.01,0.003,0.1,0.42914,0.0010175070295334058
433,"(6, 4)",logistic,0.0001,0.003,0.1,0.42959,0.001018573996405033
434,"(5, 5)",logistic,0.0001,0.003,0.0462,0.42962,0.001018645127529808
435,"(2,)",logistic,0.0001,0.003,0.1,0.42964,0.0010186925482796583
436,"(2, 2)",logistic,0.0001,0.003,0.0462,0.42993,0.0010193801491524845
437,"(4, 7)",tanh,0.0001,0.001,0.0462,0.43044,0.0010205893782736619
438,"(5, 6)",logistic,0.0001,0.003,0.0462,0.43062,0.0010210161650223127
439,"(5, 1)",tanh,0.01,0.003,0.1,0.43095,0.001021798607394839
440,"(4, 7)",logistic,0.0001,0.003,0.0462,0.43119,0.0010223676563930403
441,"(7, 7)",logistic,0.01,0.003,0.0462,0.43137,0.001022794443141691
442,"(2, 7)",logistic,0.0001,0.003,0.1,0.4316,0.001023339781764967
443,"(7, 6)",tanh,0.01,0.003,0.1,0.4318,0.001023813989263468
444,"(5, 6)",tanh,0.01,0.003,0.1,0.43198,0.0010242407760121188
445,"(2, 6)",logistic,0.0001,0.003,0.1,0.43212,0.0010245727212610694
446,"(7, 3)",logistic,0.01,0.003,0.0462,0.43231,0.0010250232183846453
447,"(4, 4)",logistic,0.0001,0.003,0.1,0.43235,0.0010251180598843455
448,"(4, 3)",logistic,0.0001,0.003,0.0462,0.43247,0.001025402584383446
449,"(3, 2)",logistic,0.0001,0.003,0.0462,0.43265,0.0010258293711320969
450,"(7, 6)",logistic,0.01,0.003,0.0462,0.43279,0.0010261613163810475
451,"(1, 7)",logistic,0.0001,0.001,0.0462,0.43314,0.0010269911795034242
452,"(3, 1)",tanh,0.01,0.003,0.1,0.43336,0.0010275128077517751
453,"(3, 1)",tanh,0.01,0.001,0.1,0.4334,0.0010276076492514753
454,"(7, 5)",logistic,0.0001,0.003,0.0462,0.43359,0.001028058146375051
455,"(2, 1)",logistic,0.01,0.003,0.0462,0.4339,0.0010287931679977276
456,"(1, 2)",tanh,0.01,0.003,0.1,0.4339,0.0010287931679977276
457,"(2, 3)",tanh,0.01,0.003,0.1,0.43406,0.0010291725339965283
458,"(7, 3)",logistic,0.0001,0.003,0.1,0.4344,0.0010299786867439798
459,"(1, 1)",tanh,0.01,0.003,0.0462,0.43446,0.00103012094899353
460,"(7,)",tanh,0.01,0.003,0.0462,0.43449,0.0010301920801183053
461,"(6, 6)",logistic,0.0001,0.003,0.0462,0.43454,0.0010303106319929304
462,"(6, 1)",tanh,0.0001,0.001,0.0462,0.43482,0.0010309745224908317
463,"(2, 2)",logistic,0.0001,0.003,0.1,0.43493,0.0010312353366150073
464,"(6, 2)",logistic,0.01,0.003,0.0462,0.435,0.0010314013092394825
465,"(2, 6)",logistic,0.01,0.003,0.1,0.43533,0.001032183751612009
466,"(5, 6)",tanh,0.01,0.001,0.1,0.43541,0.0010323734346114094
467,"(1, 3)",tanh,0.0001,0.003,0.1,0.43599,0.001033748636357062
468,"(6, 6)",logistic,0.01,0.001,0.0462,0.43601,0.0010337960571069123
469,"(3, 3)",tanh,0.0001,0.001,0.1,0.43638,0.0010346733409791389
470,"(1, 6)",tanh,0.0001,0.001,0.1,0.43645,0.0010348393136036143
471,"(1, 1)",logistic,0.0001,0.003,0.0462,0.43723,0.0010366887228477678
472,"(5, 4)",tanh,0.0001,0.003,0.1,0.43738,0.0010370443784716433
473,"(7, 7)",logistic,0.01,0.003,0.1,0.43818,0.0010389412084656471
474,"(6, 7)",tanh,0.01,0.001,0.1,0.43818,0.0010389412084656471
475,"(7,)",logistic,0.01,0.003,0.0462,0.43831,0.0010392494433396726
476,"(4, 1)",logistic,0.0001,0.003,0.1,0.43859,0.0010399133338375739
477,"(7, 1)",logistic,0.01,0.003,0.0462,0.43859,0.0010399133338375739
478,"(1, 6)",tanh,0.01,0.001,0.0462,0.43916,0.0010412648252083015
479,"(6, 6)",logistic,0.01,0.003,0.0462,0.43933,0.0010416679015820274
480,"(5, 5)",tanh,0.0001,0.001,0.1,0.43967,0.001042474054329479
481,"(4, 2)",tanh,0.0001,0.001,0.1,0.43982,0.0010428297099533545
482,"(2, 3)",tanh,0.0001,0.001,0.0462,0.43991,0.00104304310332768
483,"(5, 4)",tanh,0.0001,0.001,0.1,0.44004,0.0010433513382017054
484,"(2, 7)",tanh,0.01,0.001,0.1,0.44004,0.0010433513382017054
485,"(4, 2)",logistic,0.01,0.001,0.0462,0.44011,0.0010435173108261809
486,"(2, 4)",tanh,0.0001,0.003,0.0462,0.44041,0.0010442286220739322
487,"(6, 5)",tanh,0.01,0.001,0.1,0.44059,0.001044655408822583
488,"(2, 7)",logistic,0.01,0.003,0.1,0.44063,0.0010447502503222832
489,"(4, 3)",logistic,0.01,0.003,0.0462,0.44066,0.0010448213814470584
490,"(4, 5)",tanh,0.0001,0.001,0.1,0.44076,0.0010450584851963089
491,"(6,)",tanh,0.01,0.003,0.0462,0.44082,0.0010452007474458591
492,"(3, 4)",logistic,0.01,0.003,0.0462,0.44099,0.0010456038238195848
493,"(2, 5)",logistic,0.0001,0.001,0.0462,0.44112,0.0010459120586936105
494,"(7, 7)",tanh,0.01,0.003,0.0462,0.44166,0.001047192418939563
495,"(1, 7)",logistic,0.0001,0.003,0.1,0.44175,0.0010474058123138882
496,"(7, 1)",tanh,0.01,0.003,0.1,0.44178,0.0010474769434386634
497,"(2, 6)",logistic,0.0001,0.003,0.0462,0.44333,0.0010511520515520455
498,"(5, 5)",tanh,0.0001,0.001,0.0462,0.44339,0.0010512943138015957
499,"(7, 6)",logistic,0.0001,0.001,0.0462,0.44343,0.001051389155301296
500,"(6, 5)",tanh,0.0001,0.001,0.0462,0.44375,0.0010521478872988974
501,"(3, 6)",logistic,0.0001,0.003,0.0462,0.4442,0.0010532148541705245
502,"(4, 1)",logistic,0.01,0.001,0.1,0.44466,0.0010543055314170765
503,"(7, 6)",tanh,0.01,0.001,0.0462,0.44488,0.0010548271596654275
504,"(3, 2)",logistic,0.01,0.003,0.0462,0.4452,0.001055585891663029
505,"(4, 5)",logistic,0.0001,0.001,0.0462,0.44539,0.001056036388786605
506,"(1, 5)",logistic,0.0001,0.001,0.0462,0.44561,0.0010565580170349559
507,"(2, 4)",tanh,0.01,0.003,0.1,0.44608,0.001057672404656433
508,"(6, 4)",logistic,0.0001,0.003,0.0462,0.44608,0.001057672404656433
509,"(2,)",logistic,0.0001,0.001,0.0462,0.4462,0.0010579569291555336
510,"(1, 4)",tanh,0.01,0.003,0.0462,0.44626,0.001058099191405084
511,"(6, 2)",tanh,0.01,0.001,0.0462,0.44638,0.0010583837159041844
512,"(2, 1)",tanh,0.0001,0.001,0.1,0.44695,0.001059735207274912
513,"(4, 2)",logistic,0.01,0.003,0.1,0.44818,0.0010626515833906927
514,"(3, 6)",tanh,0.01,0.003,0.1,0.44853,0.0010634814465130692
515,"(4,)",tanh,0.0001,0.001,0.1,0.44888,0.0010643113096354458
516,"(2, 2)",logistic,0.01,0.003,0.0462,0.44902,0.0010646432548843965
517,"(1, 5)",tanh,0.0001,0.001,0.1,0.44918,0.0010650226208831972
518,"(3,)",logistic,0.0001,0.001,0.0462,0.44926,0.0010652123038825975
519,"(2, 5)",logistic,0.01,0.001,0.1,0.45005,0.0010670854235016762
520,"(5, 4)",tanh,0.01,0.001,0.1,0.45005,0.0010670854235016762
521,"(1, 4)",tanh,0.0001,0.001,0.0462,0.45032,0.0010677256036246525
522,"(2, 6)",tanh,0.0001,0.003,0.1,0.45063,0.0010684606252473288
523,"(3, 7)",logistic,0.0001,0.001,0.1,0.45081,0.0010688874119959796
524,"(6, 6)",tanh,0.0001,0.003,0.1,0.45095,0.0010692193572449304
525,"(5, 2)",logistic,0.0001,0.001,0.0462,0.45118,0.0010697646958682063
526,"(7, 5)",logistic,0.01,0.001,0.1,0.45138,0.0010702389033667072
527,"(3, 7)",tanh,0.0001,0.003,0.1,0.452,0.00107170894661206
528,"(3,)",tanh,0.0001,0.001,0.1,0.45208,0.0010718986296114604
529,"(3, 3)",tanh,0.0001,0.001,0.0462,0.45221,0.001072206864485486
530,"(6, 6)",tanh,0.0001,0.001,0.0462,0.45236,0.0010725625201093616
531,"(1, 6)",logistic,0.0001,0.001,0.0462,0.45304,0.0010741748256042649
532,"(3,)",logistic,0.01,0.003,0.1,0.45319,0.0010745304812281404
533,"(1, 1)",logistic,0.01,0.003,0.0462,0.45342,0.0010750758198514166
534,"(4, 5)",logistic,0.0001,0.001,0.1,0.45354,0.001075360344350517
535,"(7, 2)",logistic,0.0001,0.003,0.0462,0.4537,0.0010757397103493178
536,"(7, 6)",tanh,0.0001,0.003,0.1,0.45384,0.0010760716555982684
537,"(1, 2)",logistic,0.0001,0.001,0.1,0.45397,0.001076379890472294
538,"(3, 7)",logistic,0.0001,0.003,0.0462,0.45443,0.0010774705677188462
539,"(2, 5)",logistic,0.0001,0.003,0.1,0.45448,0.0010775891195934713
540,"(4,)",logistic,0.01,0.001,0.1,0.4546,0.0010778736440925718
541,"(5, 7)",logistic,0.01,0.001,0.0462,0.45465,0.0010779921959671972
542,"(4, 4)",logistic,0.0001,0.003,0.0462,0.45489,0.0010785612449653982
543,"(1, 1)",tanh,0.01,0.003,0.1,0.4553,0.001079533370337325
544,"(4, 7)",tanh,0.01,0.003,0.0462,0.45545,0.0010798890259612007
545,"(2, 2)",tanh,0.01,0.003,0.1,0.45546,0.0010799127363361257
546,"(3, 4)",logistic,0.0001,0.003,0.0462,0.4557,0.001080481785334327
547,"(5,)",logistic,0.01,0.003,0.0462,0.45579,0.0010806951787086523
548,"(3, 2)",logistic,0.0001,0.003,0.1,0.4562,0.0010816673040805792
549,"(3,)",tanh,0.01,0.003,0.0462,0.45636,0.00108204667007938
550,"(4, 7)",logistic,0.01,0.001,0.0462,0.45652,0.0010824260360781806
551,"(2, 6)",tanh,0.01,0.003,0.1,0.45666,0.0010827579813271313
552,"(2, 3)",tanh,0.0001,0.001,0.1,0.45668,0.0010828054020769814
553,"(5, 5)",logistic,0.01,0.001,0.1,0.45692,0.0010833744510751824
554,"(7,)",logistic,0.01,0.003,0.1,0.45727,0.001084204314197559
555,"(2, 4)",logistic,0.01,0.001,0.1,0.45756,0.0010848919150703855
556,"(3, 1)",logistic,0.01,0.001,0.1,0.45764,0.0010850815980697856
557,"(4, 6)",tanh,0.0001,0.003,0.1,0.458,0.0010859351715670875
558,"(5, 3)",tanh,0.01,0.003,0.1,0.4583,0.0010866464828148388
559,"(4, 6)",logistic,0.01,0.003,0.1,0.45837,0.001086812455439314
560,"(3, 3)",tanh,0.01,0.003,0.0462,0.45839,0.0010868598761891643
561,"(1, 5)",logistic,0.01,0.001,0.1,0.45846,0.0010870258488136395
562,"(5, 2)",logistic,0.0001,0.001,0.1,0.45918,0.0010887329958082427
563,"(2, 2)",logistic,0.01,0.001,0.1,0.45999,0.0010906535361771715
564,"(5, 4)",logistic,0.0001,0.003,0.0462,0.46011,0.001090938060676272
565,"(3, 5)",tanh,0.01,0.003,0.0462,0.46018,0.0010911040333007472
566,"(7, 5)",tanh,0.01,0.003,0.1,0.4602,0.0010911514540505975
567,"(4, 6)",tanh,0.01,0.003,0.0462,0.46053,0.0010919338964231239
568,"(2, 1)",logistic,0.0001,0.003,0.0462,0.46122,0.001093569912292952
569,"(4, 4)",tanh,0.01,0.003,0.1,0.46146,0.0010941389612911532
570,"(7, 4)",logistic,0.0001,0.003,0.1,0.46164,0.001094565748039804
571,"(7, 2)",logistic,0.0001,0.003,0.1,0.46183,0.00109501624516338
572,"(4, 3)",logistic,0.01,0.001,0.0462,0.46186,0.001095087376288155
573,"(3, 6)",logistic,0.0001,0.003,0.1,0.46236,0.0010962728950344072
574,"(1, 1)",logistic,0.0001,0.001,0.1,0.46287,0.0010974821241555846
